url;keywords1;keywords2
https://www.booking.com/hotel/fr/beauchamps.en-gb.html?selected_currency=EUR;Standard  Room;Chambre Standard
https://www.booking.com/hotel/fr/champs-elysees-paris.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/louvresainthonore.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/maison-albar-hotels-le-diamond.en-gb.html?selected_currency=EUR;Superior Twin Room;Chambre Double Standard
https://www.booking.com/hotel/fr/opera-diamond.en-gb.html?selected_currency=EUR;Superior King Room;Chambre Lit King-Size Supérieure
https://www.booking.com/hotel/fr/maison-albar-paris-celine.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/bestwesternfranceeurope.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/eiffel-turenne.en-gb.html?selected_currency=EUR;Classic Room;Chambre Classique
https://www.booking.com/hotel/fr/de-sevigne-paris.en-gb.html?selected_currency=EUR;Classic Room with Shower;Chambre double Standard
https://www.booking.com/hotel/fr/galileo.en-gb.html?selected_currency=EUR;Classic Room;Chambre Classique
https://www.booking.com/hotel/fr/manufacture.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/residencefoch.en-gb.html?selected_currency=EUR;Traditional Double or Twin Room;Chambre Double ou Lits Jumeaux Traditionnelle
https://www.booking.com/hotel/fr/hotelterminuslyon.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/chouchou-paris.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/handsome-by-elegancia.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/louvre-forum.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/crayon-rouge.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/dandy-paris.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/des-grandes-ecoles.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/ha-tel-fa-c-licien.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/hotel-la-comtesse-by-elegancia.en-gb.html?selected_currency=EUR;Double Room Marquise - Eiffel Tower Side View;Chambre Double Classique
https://www.booking.com/hotel/fr/la-parizienne.en-gb.html?selected_currency=EUR;Double Cosy Room;Chambre Double Confortable
https://www.booking.com/hotel/fr/le-petit-paris.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/des-victoires.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/off-paris-seine.en-gb.html?selected_currency=EUR;Double Room with Dock View;Chambre Vue Quai
https://www.booking.com/hotel/fr/charma.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/legend.en-gb.html?selected_currency=EUR;Double Standard;Chambre Double
https://www.booking.com/hotel/fr/seven.en-gb.html?selected_currency=EUR;Double Room;Chambre Cosy
https://www.booking.com/hotel/fr/snob-by-elegancia.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/villa-athena.en-gb.html?selected_currency=EUR;Classic Double or Twin Room;Chambre Double ou Lits Jumeaux Classique
https://www.booking.com/hotel/fr/dela-paix.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/ramada-paris-toureiffel.en-gb.html?selected_currency=EUR;Double or Twin Room courtyard view or street view;Double or Twin Room courtyard view or street view
https://www.booking.com/hotel/fr/ha-tel-san-ra-c-gis.en-gb.html?selected_currency=EUR;Classic Room;Classic Room
https://www.booking.com/hotel/fr/parisboulevardberthier.en-gb.html?selected_currency=EUR;Double Room;Twin Room
https://www.booking.com/hotel/fr/ajiel.en-gb.html?selected_currency=EUR;Standard Double Room;Chouette double room
https://www.booking.com/hotel/fr/hidden.en-gb.html?selected_currency=EUR;Intuition Room;Intuition Room
https://www.booking.com/hotel/fr/holiday-inn-paris-opera-grands-boulevards.en-gb.html?selected_currency=EUR;Standard Double Room;Double Room
https://www.booking.com/hotel/fr/adele-amp-jules.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/comfort-hotel-lamarck-caulaincourt.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/comfort-paris-18eme-sacre-coeur.en-gb.html?selected_currency=EUR;Large Double or Twin Room;Large Double or Twin Room
https://www.booking.com/hotel/fr/de-la-bourdonnais.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/de-sers.en-gb.html?selected_currency=EUR;Superior Room ;Superior Room
https://www.booking.com/hotel/fr/ekta.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Room
https://www.booking.com/hotel/fr/elysa-c-e-secret.en-gb.html?selected_currency=EUR;Standard Queen Room;Standard Queen Room
https://www.booking.com/hotel/fr/hotelchampselyseesplaza.en-gb.html?selected_currency=EUR;Classic Double or Twin Room;Classic Double or Twin Room
https://www.booking.com/hotel/fr/grand-powers.en-gb.html?selected_currency=EUR;Superior Double Room;Superior Double Room
https://www.booking.com/hotel/fr/lancaster-paris-champs-elysees.en-gb.html?selected_currency=EUR;Superior Double Room;Superior Double Room
https://www.booking.com/hotel/fr/best-western-plus-le-18-paris.en-gb.html?selected_currency=EUR;Comfort Double Room;Superior Double Room
https://www.booking.com/hotel/fr/london.en-gb.html?selected_currency=EUR;Standard Double Room;Superior Double Room
https://www.booking.com/hotel/fr/marena.en-gb.html?selected_currency=EUR;Twin Room;Double Room
https://www.booking.com/hotel/fr/marignan-champs-elysees.en-gb.html?selected_currency=EUR;Premier Double or Twin Room;Premier Double or Twin Room
https://www.booking.com/hotel/fr/mercure-la-defense5.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Twin Room
https://www.booking.com/hotel/fr/mercure-paris-pont-de-levallois-neuilly.en-gb.html?selected_currency=EUR;Standard Queen Room;Standard Queen Room
https://www.booking.com/hotel/fr/monceauwagram.en-gb.html?selected_currency=EUR;Standard Double Room;Superior Double Room
https://www.booking.com/hotel/fr/monsieur.en-gb.html?selected_currency=EUR;Superior Double Room with with Private Hammam Access;Superior Double Room with with Private Hammam Access
https://www.booking.com/hotel/fr/montaigne-paris1.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/hotelpavillonmonceau.en-gb.html?selected_currency=EUR;Double Room;Large Double or Twin Room
https://www.booking.com/hotel/fr/saint-louis-pigalle.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/terminus-montparnasse.en-gb.html?selected_currency=EUR;Classic Room without elevator;Classic Room without elevator
https://www.booking.com/hotel/fr/vernet.en-gb.html?selected_currency=EUR;Superior Double Room;Superior Double Room
https://www.booking.com/hotel/fr/vignon.en-gb.html?selected_currency=EUR;Standard Double Room;Superior Double Room
https://www.booking.com/hotel/fr/ibis-budget-porte-d-italie-est.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/ibis-budget-porte-d-italie-ouest.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-budget-paris-porte-de-bercy.en-gb.html?selected_currency=EUR;Standard Twin Room;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-budget-paris-pte-montreuil.en-gb.html?selected_currency=EUR;Superior Double Room;Superior Double Room
https://www.booking.com/hotel/fr/ibis-budget-paris-porte-de-pantin.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/ibis-budget-paris-porte-de-vanves.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/ibis-budget-paris-porte-de-vincennes.en-gb.html?selected_currency=EUR;Double Room;Twin Room
https://www.booking.com/hotel/fr/ibis-budget-aubervilliers.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/ibis-budget-porte-d-orleans-paris-14.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/hotelkyriadclichy.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-porte-doree.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-levallois-perret.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-paris-berthier-17a-me.en-gb.html?selected_currency=EUR;Double Room;Room with 2 Single Beds
https://www.booking.com/hotel/fr/ibis-paris-alesia-montparnasse.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Room with 2 Single Beds
https://www.booking.com/hotel/fr/ibis-avenue-d-italie.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/grand-de-l-avenue-paris.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/bastille-faubourg-st-antoine.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/paris-bastille-opera.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-paris-bercy-village.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Room with 2 Single Beds
https://www.booking.com/hotel/fr/ibis-boulogne-billancourt.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-paris-brancion-parc-des-expositions-15e.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-canal-saint-martin.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/ibis-paris-gare-de-l-est.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-gare-de-lyon-diderot.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ha-tel-ibis-paris-gare-de-lyon-ledru-rollin.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-paris-gare-du-nord-la-fayette.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/comfort-hotel-gare-du-nord.en-gb.html?selected_currency=EUR;Standard Room with 1 Double Bed;Standard Room with 2 Single Beds
https://www.booking.com/hotel/fr/ibis-paris-gare-montparnasse-15eme.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-paris-gare-montparnasse-catalogne.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-paris-grands-boulevards-opa-c-ra-9e.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Room with twin beds
https://www.booking.com/hotel/fr/ibis-paris-la-villette-cita-c-des-sciences.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Room with 2 Single Beds
https://www.booking.com/hotel/fr/ibis-paris-montmartre.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Room with 2 Single Beds
https://www.booking.com/hotel/fr/opera-franklin.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-paris-ornano-montmartre-nord-18eme.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-paris-pantin-eglise.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-paris-pa-re-lachaise.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-paris-place-d-italie.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-paris-porte-d-italie.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-paris-porte-d-orleans.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-paris-porte-de-bercy.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-paris-porte-de-clichy.en-gb.html?selected_currency=EUR;Standard Room with 1 Double Bed;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-paris-porte-de-montreuil.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-saint-denis-stade-sud.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-paris-tour-eiffel.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Room with 2 Single Beds
https://www.booking.com/hotel/fr/ibis-paris-tour-montparnasse-15eme.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-paris-vanves-parc-des-expositions.en-gb.html?selected_currency=EUR;Standard Room with 1 Double Bed;Standard Room with 1 Double Bed
https://www.booking.com/hotel/fr/jules-cesar-paris.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-styles-paris-alesia-montparnasse.en-gb.html?selected_currency=EUR;Double Room;Twin Room
https://www.booking.com/hotel/fr/mirific.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/mercure-paris-bercy.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/le-laumia-re.en-gb.html?selected_currency=EUR;Standard Double Room;Twin Room
https://www.booking.com/hotel/fr/all-season-paris-9-lafayette.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-styles-paris-gare-de-l-est-chateau-landon.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/ibis-styles-paris-meteor-avenue-d-italie.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/sibour.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/ibis-styles-paris-gare-de-l-est-tgv.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-paris-gare-de-l-est-10-eme.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/hevetia.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/all-seasons-paris-gare-du-nord.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-styles-paris-gare-saint-lazare.en-gb.html?selected_currency=EUR;Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/ho-tel-all-seasons-maine-montparnasse.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/paris-mairie-clichy.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/paris-massena-olympiades.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/pacific-montmartre-nord.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/ibis-styles-paris-nation-cour-de-vincennes.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/armstrong.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/all-seasons-paris-lafayette-opera.en-gb.html?selected_currency=EUR;Standard Twin Room;Standard Twin Room
https://www.booking.com/hotel/fr/hotelarcantisfrochot.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/hotelparissud.en-gb.html?selected_currency=EUR;Standard Room with 1 Double Bed;Standard Room with 1 Double Bed
https://www.booking.com/hotel/fr/all-seasons-paris-republique.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/inter-wilson.en-gb.html?selected_currency=EUR;Standard Room with 1 Double Bed;Standard Room with 2 Single Beds
https://www.booking.com/hotel/fr/all-seasons-paris-tolbiac-bibliotheque-de-france.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Twin Room
https://www.booking.com/hotel/fr/le-juliana.en-gb.html?selected_currency=EUR;Superior Double Room;Superior Double Room
https://www.booking.com/hotel/fr/hotelarestoureiffel.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/la-tremoille-paris.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/le-damantin-amp-spa.en-gb.html?selected_currency=EUR;Boutique Room;Boutique Room
https://www.booking.com/hotel/fr/le-narcisse-blanc.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/courtyard-by-mariott-paris-boulogne.en-gb.html?selected_currency=EUR;Standard King Room;Deluxe King Room
https://www.booking.com/hotel/fr/corona.en-gb.html?selected_currency=EUR;Comfort Double Room;Comfort Twin Room
https://www.booking.com/hotel/fr/libertel-austerlitz.en-gb.html?selected_currency=EUR;Cosy Double Room;Cosy Double Room
https://www.booking.com/hotel/fr/louis-2.en-gb.html?selected_currency=EUR;Standard Double Room;Double Room
https://www.booking.com/hotel/fr/millenium-hotel-paris-opera.en-gb.html?selected_currency=EUR;Alcove Room with One Queen Bed;Alcove Room with Two Single Beds
https://www.booking.com/hotel/fr/ha-tel-mac-mahon.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/villa-majestic.en-gb.html?selected_currency=EUR;Classic Room;Classic Room
https://www.booking.com/hotel/fr/melia-paris-la-defense.en-gb.html?selected_currency=EUR;Melia Double Room;Melia Double Room
https://www.booking.com/hotel/fr/mercure-paris-porte-de-st-cloud.en-gb.html?selected_currency=EUR;ClassicÂ Double Room;Classic  Twin Room
https://www.booking.com/hotel/fr/mercure-porte-de-versailles-vaugirard.en-gb.html?selected_currency=EUR;Superior Room with 1 Double Bed;Superior Room with 1 Double Bed
https://www.booking.com/hotel/fr/novotel-paris.en-gb.html?selected_currency=EUR;Executive Queen Room with Eiffel Tower View;Executive Queen Room with Eiffel Tower View
https://www.booking.com/hotel/fr/novotel-paris-pte-versailles.en-gb.html?selected_currency=EUR;Classic Twin Room;Chambre Classique
https://www.booking.com/hotel/fr/residence-odalys-paris-levallois.en-gb.html?selected_currency=EUR;Standard Studio (2 Adults);Standard Studio (2 Adults)
https://www.booking.com/hotel/fr/okko-nanterre.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/radisson-sas-paris-boulogne.en-gb.html?selected_currency=EUR;Standard Room;Standard Room
https://www.booking.com/hotel/fr/renaissance-paris-arc-de-triomphe.en-gb.html?selected_currency=EUR;Stand'R Room with Garden View;Stand'R Room with Garden View
https://www.booking.com/hotel/fr/the-hoxton-paris.en-gb.html?selected_currency=EUR;Cosy;Cosy
https://www.booking.com/hotel/fr/villabeaumarchais_paris.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/voco-paris-porte-de-clichy.en-gb.html?selected_currency=EUR;Standard Room;Standard Room
https://www.booking.com/hotel/fr/de-lutece.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/henriiv.en-gb.html?selected_currency=EUR;Room Elegance Double or Twin;Room Elegance Double or Twin
https://www.booking.com/hotel/fr/sullysaintgermain.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/saint-jacques-paris.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/pilgrim-paris1.en-gb.html?selected_currency=EUR;Deluxe Room;Deluxe Room
https://www.booking.com/hotel/fr/dokhans-tribute-portfolio.en-gb.html?selected_currency=EUR;Superior Twin Room;Superior Twin Room
https://www.booking.com/hotel/fr/victorhugo.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/gardenelysee.en-gb.html?selected_currency=EUR;Classic Room;Classic Room
https://www.booking.com/hotel/fr/plazatoureiffel.en-gb.html?selected_currency=EUR;Superior Double Room;Superior Double Room
https://www.booking.com/hotel/fr/canopy-by-hilton-paris-trocadero.en-gb.html?selected_currency=EUR;Corner Queen Room;Corner Queen Room
https://www.booking.com/hotel/fr/les-jardins-du-trocadero.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/l-ormaie-amp-spa.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/it/coronaditalia.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/it/glance.en-gb.html?selected_currency=EUR;Standard Double or Twin Room;Standard Double or Twin Room
https://www.booking.com/hotel/it/atlanticpalace.en-gb.html?selected_currency=EUR;Classic Room;Classic Room
https://www.booking.com/hotel/it/hotelmachiavelli.en-gb.html?selected_currency=EUR;Standard Double or Twin Room;Standard Double or Twin Room
https://www.booking.com/hotel/it/laurus-al-duomo.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/le-belleval.en-gb.html?selected_currency=EUR;Superior Double or Twin Room;Superior Double or Twin Room
https://www.booking.com/hotel/fr/grand-pigalle.en-gb.html?selected_currency=EUR;Standard Room Sopi;Standard Room Sopi
https://www.booking.com/hotel/fr/touraine-opera.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/grand-hotel-chicago-paris.en-gb.html?selected_currency=EUR;Classic Room;Classic Room
https://www.booking.com/hotel/fr/francais-paris.en-gb.html?selected_currency=EUR;Comfort Double Room;Comfort Double Room
https://www.booking.com/hotel/fr/faubourg-216-224.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/ha-tel-plaza-la-fayette.en-gb.html?selected_currency=EUR;Classic Â Double Room;Classic Â Double Room
https://www.booking.com/hotel/fr/hotel-toujours.en-gb.html?selected_currency=EUR;Double Room;Chambre Double
https://www.booking.com/hotel/fr/la-canopee-paris.en-gb.html?selected_currency=EUR;Small Double Room - Riviera;Small Double Room - Riviera
https://www.booking.com/hotel/fr/pullman-paris-montparnasse.en-gb.html?selected_currency=EUR;Deluxe Queen Room with Paris View;Deluxe Queen Room with Paris View
https://www.booking.com/hotel/fr/este.en-gb.html?selected_currency=EUR;Classic Room;Classic Room
https://www.booking.com/hotel/fr/relaislafayette.en-gb.html?selected_currency=EUR;Classic Double or Twin Room;Classic Double or Twin Room
https://www.booking.com/hotel/fr/bloom-house.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/le-grand-quartier.en-gb.html?selected_currency=EUR;Cocoon Room;Cocoon Room
https://www.booking.com/hotel/fr/hotelderocroy.en-gb.html?selected_currency=EUR;Superior Double or Twin Room;Superior Double or Twin Room
https://www.booking.com/hotel/fr/lumen-paris-louvre.en-gb.html?selected_currency=EUR;Classic Double or Twin Room;Classic Double or Twin Room
https://www.booking.com/hotel/fr/molere.en-gb.html?selected_currency=EUR;Club Double Room;Club Double Room
https://www.booking.com/hotel/fr/hoteltherese.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/lyric-ha-tel-paris.en-gb.html?selected_currency=EUR;Classic Double or Twin Room;Classic Double or Twin Room
https://www.booking.com/hotel/fr/gtwashingtonopera.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/drawinghotel.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/pavillonlouvrerivoli.en-gb.html?selected_currency=EUR;Small;Small
https://www.booking.com/hotel/fr/okko-hotels-paris-gare-de-l-39-est.en-gb.html?selected_currency=EUR;Classic Room;Classic Room
https://www.booking.com/hotel/fr/le-mareuil.en-gb.html?selected_currency=EUR;Standard Double Room ;Standard Double Room 
https://www.booking.com/hotel/fr/kube.en-gb.html?selected_currency=EUR;Kube Double or Twin Room;Kube Double or Twin Room
https://www.booking.com/hotel/fr/ha-tel-hor.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/royalsainthonore.en-gb.html?selected_currency=EUR;Classic Room;Chambre Classique
https://www.booking.com/hotel/fr/emeraude-louvre-montana.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/le-milie-rose.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/hotel-rochechouart-paris.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/hotel-chateau-d-eau.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/edouard.en-gb.html?selected_currency=EUR;Classic Room;Chambre Classique
https://www.booking.com/hotel/fr/royal-elysa-c-es.en-gb.html?selected_currency=EUR;Superior Double or Twin Room;Chambre Double ou Lits Jumeaux Supérieure
https://www.booking.com/hotel/fr/monsieur-george-amp-spa-champs-elysees.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/la-demeure-montaigne.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/francoiser.en-gb.html?selected_currency=EUR;Standard Double Room;Chambre Double Standard
https://www.booking.com/hotel/fr/elyseesregencia.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/lebelmontparis.en-gb.html?selected_currency=EUR;Classic Double or Twin Room;Chambre Double ou Lits Jumeaux Classique
https://www.booking.com/hotel/fr/keppler.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/du-rond-point-des-champs-elysees.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/olysee.en-gb.html?selected_currency=EUR;Standard Double or Twin Room;Chambre Double ou Lits Jumeaux Standard
https://www.booking.com/hotel/fr/elysees-mermoz.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/hotellea.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/des-champs-elysees.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/le-marianne.en-gb.html?selected_currency=EUR;Superior Room;Chambre Supérieure
https://www.booking.com/hotel/fr/suites-hotel-etoile-helzear.en-gb.html?selected_currency=EUR;Deluxe Room;Chambre Deluxe
https://www.booking.com/hotel/fr/residencebassano.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/elysees-bassano.en-gb.html?selected_currency=EUR;Double Classic;Chambre Double Classique
https://www.booking.com/hotel/fr/padam.en-gb.html?selected_currency=EUR;Superior Double Room;Chambre Double Supérieure
https://www.booking.com/hotel/fr/heliosopera.en-gb.html?selected_currency=EUR;Classic Room;Chambre Classique
